song,year,artist,genre,lyrics
needle-time,2005,elvis-costello,Rock,wish hate least much squander contempt littl noth like liar like ten penni women would slap knew sometim feel like commit crime got suitcas phoni wisdom dispens twenti seven year would think would made cent want fingerprint like smuggl drug govern deal conveni thug sometim feel like commit crime needl time tri despis passion hard extinguish mayb realli love although hard distinguish wish could littl like saint forgiv trespass sometim feel like commit crime start talk nonsens like begin around time tire sour english sometim feel like commit crime needl time
jack-of-all-parades,2005,elvis-costello,Rock,first met know old love line worn world walk round mouth lit snuf everybodi boy soon thrill fade love one true heart jack parad know thank know blame part murder game caus fleshpot pay pound laugh like drain bay like bloodhound jack parad jack parad knew girl look much like judi garland peopl would stop give money everybodi franki jimmi bobbi jack jack parad jack jack parad jack parad well way feel longer news know love refus caus know door use know checker past shatter terrac keep mind crime pari keep peac tri forget forgiv thing done yet anybodi boy soon thrill fade love one true heart jack parad first met know old love line worn world walk round mouth mean say blurt pretend notic taken aback love simpl everybodi boy soon thrill fade love one true heart jack parad love one true heart jack parad jack parad
lovable,2005,elvis-costello,Rock,go round town go round town go round town lovabl go round town go round town go round town lovabl babi gave notic quit get use broke littl heart two somebodi els old go round town go round town go round town lovabl babi egyptian eye wick look beyond compar thought fool must bigger fool go round town go round town go round town lovabl would turn flower springtim wreath say would love etern say pleas pleas keep brief say go buri lovabl put money mouth lovabl tender mumbl bring closer bedlam lovabl toast town talk bedroom lovabl lovabl lovabl lovabl sweet honest say true boy promis say love show lie lifelik go round town go round town go lovabl lovabl lovabl ahh
little-palaces,2005,elvis-costello,Rock,chocol town train paint brown silver paper wrapper dapper littl man wear wax mustach twist nicotin finger drop cigarett ash someon come sweep doff cap rat someon bedroom shut someon trap soon pull littl palac door swing back forward past present bedsid crucifixion turn wood phosphoresc move problem famili south north mother cri soft soap opera divorc say know cours soon pull littl palac like shout matchbox fill plasterboard hope like pictur princ william arm john pope world good intent piti eye sedat home england vandal knock kid bit got name knock kid bit feel feel like knock littl palac twinkl daddi eye name spray scribbl made girl turn head turn made miser heir appar kingdom invis well knock kid bit got name knock kid bit feel feel like knock littl palac
in-another-room,2005,elvis-costello,Rock,anoth room sight word use say becom slight till disappoint know return kiss love quit like anoth room anoth room oblig wait till becom man bare toler blood pour make drunk templ door love anymor anoth room anoth room feel vacant get use yet anoth room cryin shakin curs day met anoth room take boy close door anoth room kissin hard glass hand shatter shard splinter ate thumb blood run cuff love quit enough anoth room
the-monkey,2005,elvis-costello,Rock,monkey speak mind three monkey sat coconut tree discuss thing said said one listen two certain rumor true man descend nobl race idea big disgrac yea monkey ever desert wife starv babi ruin life yea monkey speak mind never known mother monk leav babi other bunk pass one anoth til scarc knew mother yea monkey speak mind anoth thing never see monkey build fenc around coconut tree let coconut wast forbid monkey come tast put fenc around tree starvat would forc steal yea monkey speak mind anoth thing monkey night get stew use gun club knife take anoth monkey life ye man descend worthless bum brother come yea monkey speak mind yea monkey speak mind
i-ll-wear-it-proudly,2005,elvis-costello,Rock,hate flame curtain color hair hate strip light undo stare hate button shirt want tear hate bloodi big bed mine well final found someon turn upsid nail feet head king fool could wear crown die laugh wear proudli well seem shiver dear room aw warm white scarlet billow subsid beyond storm express dear word could take place wear like badg put face well final found someon turn upsid nail feet head king fool could wear crown die laugh wear proudli wear proudli dive danc hall wear proudli snake pit catcal like fifteen year old kid wear vampir kiss know wrong know miss arm leg wrap round memori tonight bell rang air around turn blue fright shameless moment made mess hand eager say suggest well final found someon turn upsid nail feet head king fool could wear crown die laugh wear proudli wear proudli wear proudli
country-darkness,2005,elvis-costello,Rock,tatter document mysteri solv burnt filament fli buzz around bulb countri dark thought travel heard approach train drown desper puls song refrain countri dark daydream forbidden sing must someth prison live one open door countri dark veil cover glisten cruel blade suffer littl children repent unfaith maid countri dark
there-s-a-story-in-your-voice,2005,elvis-costello,Rock,upon anoth time need would step right shoe walk caus someon put hurt everyon see speak tell fortun stori voic damag choic tell promis pleasur tale wine woe uneasi time come long way round get told fairi tale everybodi know care predict say leav pack cloth final see work fiction stori walk crumbl like chalk could say sorri would mean much page touch someth torn chapter far away far enough caus still recal felt read last sentenc insid room gideon hide hope repent stori eye cheap sunglass might disguis bedroom light reveal bravado fright cover spite attempt strip away fabric stori voic damag choic tell promis pleasur tale wine woe uneasi time come long way round get
the-name-of-this-thing-is-not-love,2005,elvis-costello,Rock,part feel kill name thing love take potion take pill tortur still name thing love start entertain terribl thought life short name thing love bruis arm blood floor name thing love taunt girl claim ador take anymor name thing love world think push far name thing love think still although would never guess tri forget occasion moment alway bless watch dress wors better watch pick broken playth play mind love cast asid token discard ring fling name thing love threw someth wild rush river ever recov name thing love start pretend tough life short enough name thing love
poisoned-rose,2005,elvis-costello,Rock,poison rose gave left half aliv half ecstasi half love win give fraction medicin poison rose valentin card take straight heart call junkyard save piec piec mind piec heart tear apart like poison rose receiv know came grow sad affair everi time decent thing somebodi spike drink singl becom pair poison rose wear best keep press white sheet lie half undress threw away shirt shoe look dive caus threw away gin threw away alibi worn cloth threw upon floor could throw away poison rose poison rose poison rose
indoor-fireworks,2005,elvis-costello,Rock,play parlour game play make believ get part say go leav everybodi love happi end even tri straight past pretend part everybodi love cri indoor firework still burn finger indoor firework swore safe hous spectacular burn sky dazzl delight bring tear smoke get eye spice life gin vermouth though spark would fli thought love fireproof sometim would fight public darl littl caus differ kind spark would fli got behind close door indoor firework still burn finger indoor firework swore safe hous spectacular burn sky dazzl delight bring tear smoke get eye time tell truth thing face fuse burn powder gone wast think moment dear ever build bonfir dream burn broken effigi indoor firework still burn finger indoor firework swore safe hous spectacular burn sky dazzl delight bring tear smoke get eye smoke get eye smoke get eye
nothing-clings-like-ivy,2005,elvis-costello,Rock,noth cling like ivi frighten dark though cut deep never leav mark one quit like ivi ever get straight believ negoti word tender never quit got said know young girl contempt outsid hollow may dare may serpent grass noth cling like ivi tri scare may strike wait pass word tender never possess use promis finger cross word tender never quit got said laugh behind back told noth cling like ivi frighten dark though cut deep never leav mark
eisenhower-blues,2005,elvis-costello,Rock,hey everybodi talk tell jealou natur truth got eisenhow blue think earth gon money gone fun gone way thing look long got eisenhow blue think earth gon take money pay tax tell peopl natur fact tell peopl belief caus head straight relief got eisenhow blue think earth gon got dime got cent got money pay rent want cloth want shoe tell peopl know got eisenhow blue talk earth gon
national-ransom,2010,elvis-costello,Rock,run pell mell harum scarum run hot dare stick tongu drink venom cut throat cuthbert millic cyr real old macau new fals america liber territori unusu suspect shake shake shake variou dubiou charact mother kitchen pick bone breakfast boil bushel score pull thumb count left fist wolf window raven maw find lie find cheat elit bleat obsolet prospect exact perfect object would genuflect run wild like childish tantrum meanwhil work everi day pay nation ransom woe betid hocu pocu run rag first attempt around time kill stop wall could hold babi anyth contempt letter peel slowli speech claxton attempt preach stretch star still reach drown flail outsid someon wail run wild like childish tantrum meanwhil work everi day pay nation ransom run wild like childish tantrum meanwhil work everi day pay nation ransom
the-spell-that-you-cast,2010,elvis-costello,Rock,spell cast seem wear fast come back babi co think last wonder whether got kind lover like pleas better think take go break spell cast spell cast spell woven seem come undon come back babi least tell go caus know quit well jealou kind feller look eye hypnot go miss madli casu love sadli spell cast spell cast jimmi come quickli co feel quit sickli like gangster molli cannonad volley think take go break spell cast spell cast
one-bell-ringing,2010,elvis-costello,Rock,rain slap window pane hour teem storm punch like hurrican tore dream air scream slightest gap rattl frame sill drape hang final act still one lone bird sing lower hood lament dash cold cement one bell ring fli buzz round strip search light got knee dream honey drip spoon girl whisper portugues muzzl black site electr contact deni name carri blame somewhat fact one lone bird sing lower hood last lament dash cold cement one bell ring
bullets-for-the-new-born-king,2010,elvis-costello,Rock,one look place motiv hope dead shot amber glass blue light votiv rain obscur window pain dull grain absolv spoon flame fear time dissolv faint puls anybodi fals amateur simpli shed skin traitor call patriot like saint seem revel sin eye fill tear sting assassin work done bell hand wring bring bullet new born king trumpet sound lament trampl bloom deceas doubl agent girl fallen priest head border somewher high command stay palest hand saw order countermand eras tape record hung window cord swallow voodoo vial stay breath spill tale spun shall confid deni sorri thing done eye fill tear sting assassin work done bell hand bell ring bring bullet new born king
church-underground,2010,elvis-costello,Rock,stood spotlit plain print dress came howl wilder beat cun murder heart beneath calm exterior know name know mind doubt eye betray past alreadi forgotten much ever know everi word spoken true except broken two tri make peac long night pretend need pawnbrok moneylend mister sing hallelujah sister turn volum turn trivial secret buri profound enough put church underground enough put church underground deflow young ever sinc tri wash fingerprint everi charlatan princ made feel inferior work tip ten cent danc said move pictur might pay perchanc ten thousand one way ticket sparkl coast blank interior everybodi either talk code get readi explod sing five piec band seem one want sound mister sing hallelujah sister turn volum turn trivial secret buri profound enough put church underground enough put church underground shaft fanlight streak rain pour glass punch pain holi pictur hidden midden poison stitch lone voic ruin rich must dream along could redeem song one martyr plaster saint greas beneath paint roll like barrel swing like gallow rise fast like hell hallow mister sing hallelujah sister damn purgatori bound joker ever understand enough put church underground enough put church underground enough put church underground
my-lovely-jezebel,2010,elvis-costello,Rock,attract dark rumor travel blue humor time walk room bring much would assum ooo look eye window fell love jezebel neglect ransack well suspect sweet confect talk contradict walk without detect overrul object ooo look eye window fell love jezebel man miser ape sad pile stick come swing get lick longest drum roll shortest trick attract bad intent distract attent way wild invent fact life forgot mention ooo look eye window fell love jezebel neglect ransack well
all-these-strangers,2010,elvis-costello,Rock,mistreat darl might disappear upon freighter run dark algier put tini grain children tear take twenti five percent flashbulb memento mechan divis roll frontier saw babi talk man day speak softli confidenti way saw shadow pull glove bluebird flew life pleasur doubt one love stranger never back back past flood rise fast break window look muddi glass mirror len burn deal done benghazi belgrad upon scimitar crook blade ransack loot vacat suit pistol point never shoot armi sit locomot yard without boot upstair man paint rain street imagin woman destin still meet tri sidetrack one count caught somewher countess courtesan love feign gone stranger privat dusk get near brigand dark victim line chalk corsair fill horsehair core dash eye adamantin despis stripl whine littl smudger mouthpiec use claw like practic fingersmith dream took digit print sew villain hand watch ransom demand call flatfoot never back back past flood rise fast break window look muddi glass mirror len burn stranger stranger sat upon narrow bed thought thing said stranger wish night would end tri stop day ahead would carv name wood small remembr could
stations-of-the-cross,2010,elvis-costello,Rock,tempest blow squall past cape bad conscienc gulf cauldron roar coastlin batter flatten expos root like dy hair slattern scrapper mauler rope ring small outsid wind punch one hear one hear bell ring except one come fear continu brawl buy way heaven suppos weep blow locat disclos turn dial slowli station cross crowd done dandi diamond fineri bay howl bloodlusti call fist like piston face like meat spoil haul boy haul bulli boy haul later even molli gunman stair dive like dungeon meanwhil backroom girl like spong say bring long constabl truncheon gunman want molli kingdom come blow hereaft scuttl away hidden view tighten tourniquet turn blue hurl heaven suppos gate close locat disclos turn dial slowli station cross gale hale laughter scale ivori black key fine whine descend minor die away breathless diminish behind haul boy haul bulli boy haul water came eav would think someon open valv soon stay late leav spare remors way calvari hurl heaven suppos gate close locat disclos turn dial slowli station cross station cross station cross
dr-watson-i-presume,2010,elvis-costello,Rock,sat motel room doctor suppos sing said regard guardian wing black clip misshapen thing hobbl claw ring hung upsid caw peck carrion fallen battalion thaw frozen moor blackbird crust fell four twenti bloodstain land want plenti raven stand shoulder stare eye molten solder drip lacquer box introduc key lock seven talent hidden mysteri forbidden take honey comb ravel thread around loom dig dirt tomb watson presum one follow two unknown sorrow three laughter four ever five foot flood water hit six feet deep etern pit seven prayer seven plea eight imagin deiti cat nine tail cat nine live bride turn old wive tale complexion color pale sunset sail soon secret scatter heaven know lie insid took moment discov lifetim decid take honey comb ravel thread around loom dig dirt tomb watson presum
that-s-not-the-part-of-him-you-re-leaving,2010,elvis-costello,Rock,friend friend tri comfort defend gave might call advic noth like come without price rumor cruel surpris dissolv eye offer hand mine entwin thought back wish mine use shed tear good way beyond forgiv believ half heart torn like paper sweet syrup mapl part leav time bound wonder thrill deni offer shoulder right away peopl talk say yet whisper still persist get harder resist suppos stop love begun sorri might done use shed tear good way beyond forgiv believ half heart fill pain sweet lick sugarcan part leav love mani splinter thing cut rose ribbon cling part leav
everyday-i-write-the-book,2012,elvis-costello,Rock,tell know love old enough know better find strang hand sweater dreamboat turn footnot man mission two three edit give long look everyday everyday everyday write book chapter one realli get along chapter two think fell love said would stand middl chapter three old trick chapter four five six give long look way walk way talk tri kiss laugh four five paragraph compliment cut remark captur quotat mark give long look everyday write book tell know differ lover fighter pen electr typewrit even perfect world everyon equal would still film right work sequel
sparkling-day,2012,elvis-costello,Rock,sparkl day sing prais catch sens slip away sentenc phrase worthless wonder word could say perhap lack sens occas seem look long see seem like asham sure agre call jude anthoni mayb lost hopeless case everi night listen care messag messag sparkl day thing never said thing never heard sparkl day wait vain see messag love constant content alway fear linger temptat silhouett escap underneath lock door astonish amaz perhap messag eras call jude anthoni mayb lost hopeless case everi night listen care messag messag
a-town-called-big-nothing,2012,elvis-costello,Rock,big noth stood road outsid town broken clockwork toy hand graveyard childish dream palm broken lifelin big noth mechan amus sputter life fist clench whir die cowboy drew gun pistol weld holster age careless children struggl strain unwound spring big noth need tattoo show would would love thing men cri women dy hair cellophan illus starri sky stretch open sore big noth thought lost daughter way eye would alight greedi circu barker blackmail song want smash skull parrot back tell mommi tell poppi need littl dolli big noth big noth smoki voic petal girl woke long enough much light room unscrew bulb took bed like adopt dog big noth lit sickli incens tri tell resembl pure coincident unleash grip toy meant wound forev big noth woke sweat next day smile still paint mouth walk town call big noth big noth
crawling-to-the-u-s-a,2012,elvis-costello,Rock,thought would sea shrink tini slide insid telephon wire run brini till found way crawl better far one way one way leav mother father crawl saw late one night secret channel farther along tunnel way beyond final station one never mention better far one way one way leav mother father crawl pay much better bring lunch undercov around hous skirt trouser better far one way one way leav mother father crawl said catch take liberti impress attach credit card undress everybodi knee except russian chines better far one way one way leav mother father crawl
life-shrinks,2012,elvis-costello,Rock,shall wear buttonhol jog memori recal promis swore made younger look sorri idea without doubt put away tongu know tri kid find anoth name tri put blame everyth life shrink know forgotten cut bruis thank fight button know lose half awak never bed hear know dead promis sorri tell stick like one day believ ask thoma know go stop spend whole time tri stay break run away tri keep
you-stole-my-bell,2012,elvis-costello,Rock,place underneath staircas keep evid would offer peac deep blue velvet box fill joy pride pick lock peek insid stand sight happi day strike match burn away caus stole bell broke chime clock spin round keep time mani love girl cold loveless world one equal heaven know much love one equal heaven know much love quit like thought thing priceless know bought deep blue velvet box fasten pin lift lid look within last chanc first mistak step never take caus stole bell broke chime clock spin round keep time mani love girl cold loveless world one equal heaven know much love one equal heaven know much love one equal heaven know much love
tear-off-your-own-head-it-s-a-doll-revolution,2012,elvis-costello,Rock,dri eye cri real tear know care imit paint nail make wear high heel wast time alter hemlin tear head tear head doll revolut bat lash cut string pull hair movabl finger look real one collect set dress pink ribbon put kitchenett feel tear head tear head doll revolut sound tear around doll revolut take tear doll revolut pull pinch till cri squeal twist bodi til face backward plastic featur could make somebodi pretti littl wife let anybodi tell live life broken piec tear head tear head doll revolut tear head tear head doll revolut tear head revolut tear head revolut
pretty-words,2006,elvis-costello,Rock,ask nice get face slap wrap go precis someth wrong perhap surpris surpris like boobi trap boobi prize civil disobedi soldier dirti rifl loosen screw hold hing life fat cat armi brat hep cat dog tag paw girli mag pretti word mean much anymor mean mean much anymor see snapshot bigshot tender spot mug shot machin slot till know know got curiou women run curiou men curios kill cat poison pen much choic cruel mouth jealou voic got back london pick paper man word consol cartoon titter tatter well well fanci million murder kiss quick hat backbon blood gut better keep big mouth shut pretti word mean much anymor mean mean much anymor see snapshot big shot tender spot machin slot mug shot till know know got
shot-with-his-own-gun,2006,elvis-costello,Rock,feel undress man mind like gutter press disappoint find big sin lie skin skin shot gun dad keep mum shot gun somebodi pay one got away mind anyon guess lose touch caress spend even look appeal come without warn leav without feel shot gun dad keep mum shot gun mark man readi set let get load forget littl corpor got way got hit emot ricochet bit dress dolli play hous seem melancholi shot gun dad keep mum shot gun sad true blue murder kill shot gun dad keep mum shot gun dad keep mum
favourite-hour,2006,elvis-costello,Rock,figur hang leather band cog consult watch cup hand bejewel movement measur lost vanish time pray boy make bed cold earth quicklim stay hand arrest time till captur touch bless count small merci flag may lower approach favorit hour tragic wast brutal youth strip polish unvarnish truth tricki door gape beneath rag noos crippl verdict beg lamest excus put eye may never spi wave branch wave goodby vile perfum bring mouth bitter tast murmur brook best speak terribl wast
sad-about-girls,2006,elvis-costello,Rock,girl awak escap morn want leav without even warn trace call card sad girl know perfectli well sad girl mad girl tonight understand undemand control whole good get sad girl polythen world unwrap rewrap know leav next girl suffer put unwrap love know got show way gon sad sad girl awak escap morn get leav without even warn sad girl night readi pleas readi bite sad girl know perfectli well sad girl sad girl tonight sad girl tonight sad girl tonight
lovers-that-never-were,2006,elvis-costello,Rock,alway need somebodi girl close door keep world would alon lock photograph clock run lover bewar lover never hang patient everi word send ever much friend sit play game keep wait clock run world lover never long sun shine somebodi eye believ babi tell lie long tree throw blossom leav know parad unpaint dream know dear much go hurt still refus get hand dirti must tell someth love say goodby anyth clock run time end lover never friend
my-brave-face,2006,elvis-costello,Rock,brave brave brave face live style unaccustom luxuri life hit town hit back round unaccustom time hand tell anybodi go get back ever sinc went away sentiment inclin chang singl thing pull sheet back bed want buri head pillow alon stop break simplest thing set take place find brave face find brave face brave brave brave face brave face live lie unaccustom work housewif break dirti dish throw away ever sinc left tri compos babi pleas come home note meant clear away anoth untouch dinner tabl laid two alon stop break simplest thing set take place find brave face find brave face brave brave brave face brave face
pouring-water-on-a-drowning-man,2006,elvis-costello,Rock,push fall put guess miss call clown much much stand pour water drown man put right track put stab back everi time turn around critic lovin best pour water drown man pour water drown man treat like fool bet like everyth put salt wound sad true warm kiss leav cold know wish never told pleas forgiv tri understand pour water drown man pour water drown man treat like fool bet like everyth put salt wound sad true warm kiss leav cold know wish never told pleas forgiv tri understand pour water poor drown man got tear eye drown man got tear eye pour water drown man pour water poor drown man
withered-died,2006,elvis-costello,Rock,cruel old countri driven teas lie teas lie sad stori tell town dream wither die bend top tree kind thought head kind voic hear took girl west play run hide play run hide count one ten gone like rest dream wither die butterfli live day could free blow away silver moon sail silver moonshin water wide water wide slip bed good friend mine dream wither die bend top tree kind thought head kind voic hear cruel countri driven teas lie teas lie sad stori tell town dream wither die dream wither die dream wither die
sweet-pear,2006,elvis-costello,Rock,sweet pear sweet pear say love would never dare watch alway hour distress need fear world one true love find hard enough bless whatev sky bring void without kiss wake precipic abyss though touch lip fear dismiss make mistak ach live grip lose grip strong made want run away back pretend belong wonder everi night day long
i-almost-had-a-weakness,2006,elvis-costello,Rock,thank flower threw fire burn photograph enclos god ugli children littl bastard brother mine tri trick poor old woman til almost weak last week cousin florenc bit uncl joe hit forehead knife fork said look like devil said pass vinegar begin think one taken drink though almost weak pain mention delic concern toler famili jewel realli must grumbl die cat dog jump littl swine get noth though almost weak
chemistry-class,2006,elvis-costello,Rock,throw back hair show mouth breath wast tri ruin life beauti budget take chin caus duti take order kingpin got chemistri class want piec mind know start mix mine readi final solut chop butcher school threw academi garbag joker life student comedi colleg peopl pleas peopl pleas peopl like around long still know spark fli electr pylon snake ladder run nylon readi experi readi burn accid would never ever learn
this-sad-burlesque,2006,elvis-costello,Rock,write hope time get letter may live see chang better devot wretch selfish motiv cold fact figur add contradict sad burlesqu sad burlesqu miser failur make entertain fate laughter dignifi elev sad burlesqu recal young idealist wade knee deep hogwash arithmet piti smirk argument run like clockwork run eventu splutter stop well know worst heard alibi rehears smug predict contradict keep faith human natur merci creatur sad burlesqu
kinder-murder,2006,elvis-costello,Rock,bar boy like fun wager lost argument stone wash damsel junk food run kinder murder ladder heaven batter stiletto spit word put mouth see silhouett go south kinder murder kinder murder could kept knee togeth kept mouth shut kinder murder kinder murder jimmi took perimet fenc back half hour said left senseless went back regiment kinder murder offic said deni tear stain would teenag bride famili pride littl ram rider kinder murder kinder murder could kept knee togeth kept mouth shut kinder murder kinder murder child went miss photo fit face dishonor jimmi read case said take space kinder murder jimmi took best friend key pile tabl flash dream pigskin seat walnut dash knicker handbag one fals eyelash kinder murder kinder murder could kept knee togeth could kept mouth shut kinder murder
distorted-angel,2006,elvis-costello,Rock,strang thing seem occur somewher behind nurseri door though bit kid bit look know begin confess way make feel sin taught believ look everyon benevol face beauti gaze upon know tell hell put old devil distort angel distort angel pure illumin sweet frighten small children weak thought would tell live see anymor know sorri made cri justic punish surmis mark spot well fell shadow distort angel beneath shadow distort angel shadow distort angel angel beneath shadow distort angel shadow distort angel angel
forty-five,2006,elvis-costello,Rock,bell chime victori page back histori came back world fought turn like thought song sing measur lose gain win nine year later child born record put nine year lucki nine year old put money everi scratch everi click everi heartbeat everi breath held stack shellac vinyl mine song sing measur lose gain win bass trebl heal everi hurt rebel nylon shirt word mysteri heard til turn co help elocut corpor turn revolut weep shed chang name instead lose goe head heard someth peculiar said perhap got shot dead bell chime tear fall creep without warn everi scratch everi click everi heartbeat everi breath bless would lost confess yeah
pills-soap,2006,elvis-costello,Rock,talk sister father mother microphon one hand checkbook camera nose tear face tear face tear face put back togeth paper past put back togeth put back togeth would say would children anim two two give needl give rope gon melt pill soap four twenti crowbar jammi desir fri pan fire king count hous folk luck get pictur lord ladi muck come love peopl hardlin hypocrisi ashtray emot fag end aristocraci would say would children anim two two give needl give rope gon melt pill soap give needl give rope sugar coat pill get bitter still think countri need know never pack yer troubl stolen handbag dilli dalli boy ralli round flag give daili bread individu slice someth daili rag cancel crisi would say would children anim two two give needl give rope gon melt pill soap give needl give rope go melt pill soap
the-birds-will-still-be-singing,2006,elvis-costello,Rock,summertim wither sun descend want kiss condescend wake find chill within bone fine canopi lover dust humeru bone banish dismay extinguish everi sorrow etern stink darl joke wast preciou time pretend heartbroken tear candl pretti word say spare lili white lili aw perfum decay banish dismay extinguish everi sorrow lost forgiven bird still sing hard tear away even know much say banish dismay extinguish everi sorrow lost forgiven bird still sing
clown-strike,2006,elvis-costello,Rock,fix iron cross cover petal hang amber bead four five preciou metal black flamingo chair sit among trophi pray abandon till know hope one thing keep insid shake get pride clown strike clown threw tool play hard nobodi fool far caus love big top desert circu girl rehears know turn head fall two hors seem simpl step abl love like want time tabl pandemonium humbl mighti tumbl even clown know strike tell want terrifi failur put superstiti face behind paraphernalia live masquerad three wish easi see lifetim mistaken kiss pandemonium humbl mighti tumbl even clown know strike
when-green-eyes-turn-blue,2006,elvis-costello,Rock,everi singl time becom much noth say touch glori come pass know green eye turn blue time appear teach noth quit beyond reach wit may sharpen cut clever flay let squander brighten darkest gaze consequ see gloom gather thought would flatter hell matter everi singl time approach despair thought name burden promis know green eye turn blue
couldn-t-call-it-unexpected-no-4,2006,elvis-costello,Rock,saw girl would found consol said one day princ peac come head portrait father wilt favor gave still fasten frame got bone everyth own got name well laugh sentiment stori time make amend sudden chill lover doubt immort cloud cover sky even end describ pictur eye final close sometim glimps terribl face fire lucki goon compos tune bird arrang high wire earth tap window face still linger pane saw shiver though room like furnac shadow regret across young mother face toll bell rock cradl pleas let fear anyth explain believ never believ anyth
sittin-thinkin,2006,elvis-costello,Rock,got load last night bottl gin fight best girlfriend drinkin nobodi friend pleas babi wait let know thing happen time happen hate drinkin nobodi friend pleas babi wait let spent whole lotta time sittin thinkin sittin thinkin bout spend much time sittin drinkin would still love thought knew promis thing happen promis long long time till caus drinkin nobodi friend pleas babi wait let
don-t-be-careless-love,2006,elvis-costello,Rock,burn midnight lamp dawn keep watch sure come home shadow play flicker bedroom wall turn bad dream overnight someth could terribl wrong careless love careless love careless dream run nowher everi step taken turn glue walk spiral staircas fail fail careless love careless love lamp burn get pretti tire feel bad someth might go amiss look get deep whatev let back sleep careless love careless love careless saw face morn paper saw bodi roll rug chop two littl piec thug careless love careless love morn light wake side way alway dark mind play funni trick mind play funni trick mind play funni trick careless love
let-them-all-talk,2006,elvis-costello,Rock,hear say see believ know place certain tender spot hold listen sad song radio play come find soul clich let talk let talk let talk yeah kill time keep clock best year life gone world servic could favor whose tongu tast last week flavor day come squander youth hold stranger truth listen sad song radio play come find soul clich let talk
you-left-me-in-the-dark,2006,elvis-costello,Rock,see element obey eye blue sky grey noth make stay glad rain today left stand alon although thought could part would known would last love remark left dark awok dismay thought would make way allow one clich last hurrah first bouquet left stand alon although thought could part would known would last love remark left dark
two-little-hitlers,2006,elvis-costello,Rock,race old late pace floor told reserv bought sold face music face fact even walk polka dot checker slack bow squawk run tidbit bob squint like nitwit two littl hitler fight one littl hitler one return burn basement need head examin need eye excit would like join parti invit make member delight would cri lost soul might drown dirti word dirti mind written toilet town dial valentin smooth oper calcul got calcul soft touch typewrit great dictat two littl hitler fight one littl hitler one return burn simpl game self respect flick switch world goe nobodi jump expect would thought would enough call select date effect mate thought would let dear deflat knew right start would end hate pictur merchandis plaster wall look long talk say never know unnatur man want pleasur want one want know name better two littl hitler fight one littl hitler one return burn return burn return burn
lesson-in-cruelty,2006,elvis-costello,Rock,thought dwell upon daddi girl almost gone vain princess ruthless tear nurseri star use glitter pictur gutter face caught laugh torn half slip finger see scatter mayb matter still realli want pick piec fool lesson cruelti ask time stop violent blue like rose red laugh tore head hour gaze former champion frame sellotap torn wallpap rip pretti face bit choru much soon seem put away childish dream find soon enough worship tough love name celebr vision confetti litter regret see scatter dear heart good wast hot head claim rush embrac remain say love whatev decis put paper flame
everybody-s-crying-mercy,2006,elvis-costello,Rock,believ thing seen wonder bout thing heard everybodi cri merci know mean word bad enough situat sure enough get wors everybodi cri justic long busi first toe toe touch give cheer get souvenir peopl run round circl know head everybodi cri peac earth soon win war straight ahead knock dead pack kid choos hypocrit well broadway see someth play absurd everybodi cri merci know mean word nobodi know mean word know mean word nobodi know mean word nobodi know mean word
starting-to-come-to-me,2006,elvis-costello,Rock,start come new career would probabl end like profession lipstick press amateur kiss farewel studi line care broken heart overpow perfum glimps garter mingl sweet smolder scent martyr well start come start come began recogn well dress man everybodi love start chop finger poni skin glove cut hole love light use shine tear pleasur equal measur crocodil brine tri laugh say knew time start come start come sometim bring play reluct confid say may reward give want day treasur hold much preciou sold probabl play pirat busi dig gold could tell want caus almost tast breath alway cheat life like bold dare devil cheat death incident late last night understudi final got deserv privat seduct public prim porcelain nervou afraid someon recogn shame eye still got digniti next best disguis never know say compromis start come start come start come
when-that-i-was-a-little-tiny-boy,2006,elvis-costello,Rock,littl tini boy hey wind rain foolish thing toy rain raineth everi day came man estat hey wind rain gainst knave thiev men shut gate rain raineth everi day came ala wife hey wind rain swagger could never fright rain raineth everi day came unto bed hey wind rain tosspot still drunken head rain raineth everi day great ago world began hey wind rain one play done strive pleas everi day
big-boys,2006,elvis-costello,Rock,start function usual way everyth provoc temporari shall walk place shall walk caus silli will tri hard like big boy take pictur tri becom fixtur inch inch tri reach way second featur worri physic fit tell got sick ohhhh caught suction face like truncheon upon one knee stroke vaniti stuck hammerhead came aliv left dead face return red choke pride piti talk face blue talk get love hate one watch wait found overr one parti one girl gone home one wish would held onto one late one know histori one cross list tri hard tri hard tri hard like big boy
town-cryer,2006,elvis-costello,Rock,town crier everybodi know littl lifetim mayb believ heart right place take good look face boy use splendor trembl lip teddi bear tender tragic hip never go cri go strong say would die love live give someth cri suddenli realli fall piec town crier everybodi know littl lifetim mayb believ heart right place take good look face boy use splendor trembl lip teddi bear tender tragic hip love unhappi arm arm long suffer friend fatal charm piti go get hurt littl boy lost big man shirt
pony-street,2006,elvis-costello,Rock,live poni street scatter flower feet come call think appal sober polit deepli respect would expect keep night littl martinet get way yet need instruct mindless destruct show thing two use ador life flash view mother mother sometim mortifi hole leopard skin tight tell spi gener confess transgress super movi daddi disco dress go tonight wait read da kapit watch home shop club flog dead hors way poni street live fashion way poni street life soul everi indiscret live live live poni street daughter daughter know love forev spare white ankl sock lace leather cartoon threat good resist genuin thing histori go tonight sure lay pretti head mother may flog dead hors way poni street live fashion way poni street life soul everi indiscret live live poni street live live
