song,year,artist,genre,lyrics
zandra,2007,fall,Metal,zandra amon amon amon pack zandra give zandra everybodi love cover loot world oyster collat give shit hello zandra planet redundra
paint-work,2007,fall,Metal,two twice way round thing two high one two low one yeah right man man stop corner bloodi nose open denim jacket vest made trace paper chest scar portray aztec life horribl format realli late main sequenc star good make carbon way red giant star disfigur ladi tediou account busi woke decid recomm diari read paula yate vision cokehead found go itali later mam said continent littl monkey yesterday liver sausag sometim say hey mark spoil paintwork sometim say thumbprint paintwork distractor post doctor behind come dress suit grow talon everyon clench plait horror sometim say sometim feel like say bloodi newark drive slap place breda cologn shirt sun vicin done month servic usa media gut start sometim say think would want live holland would want live would pack piss lousi busi last thing ever imagin hey mark live england sometim say hey fuck paintwork thing hard ass thought live england
oswald-defense-lawyer,2007,fall,Metal,could cope flash past vid earphon amp tap relat tract oswald defens lawyer oswald defens lawyer embrac scruf corps mark twain oswald defens lawyer think juri made putrid mass embrac theori triangl bullet line turn circl twice incred marvel exit back mind oswald defens lawyer embrac scruf corps mark twain oswald defens lawyer embrac scruf corps walt whitman oswald defens lawyer embrac scruf corps mark twain decent lawyer fish buckskin hat raccoon drown beneath embark mass see cia shit fli head fast goodi goodi look cloudless sky enhanc theori zig zag bulletlin oswald defens lawyer embrac scruf corps mark twain liber insan caught good news hors opposit vain cardboard fake wit stand got interview spin magazin love magazin mouth brain prosecut lawyer turn butter oswald defens lawyer oswald defens lawyer embrac scruf corps walt whitman cheap rifl photo touch drawn sky oswald head ad commi tie oswald defens lawyer embrac scuf corps mark twain
australians-in-europe,2007,fall,Metal,convers ham circa post hous motel australian europ never ever breath australian europ get whiff air helium breath australian europ higher australian europ think great grandad leav australian europ never see consign boat use huge great cleaver australian europ never ever australian biggest thing reject ever seen boy use map live berlin like pair dog loos mcgregor kiln know shit australian europ wake suss scene would better leav parent tri hamburg berlin bloodi twister think foolin australian europ
to-nkroachment-yarbles,2007,fall,Metal,full credit everyday die everyday cri rumour good time past gone wipe tear eye son land found full credit bathroom presenc lumin everyday die everyday cri good time past gone land found full credit bathroom presenc illumin
pat-trip-dispenser,2007,fall,Metal,move slow petrol stop pat trip dispens came solvent hair trip dispens spine fuhrer hoboken pat trip dispens friend syndic sound pigeon to band mcginti thought could fool fall imit speed account psychic nose know big shot rock even mcginti would among head full ici calm clariti noth pat trip dispens
cruiser-s-creek,2007,fall,Metal,realli went excerpt parti go around cruiser creek yeah watch shirt tail flap wind sidewalk run see peopl hold back hat boater tilt parti go around cruiser creek cruiser creek yea cruiser creek yea cruiser creek yea cruiser creek yea cruiser creek yea got nice pink bubbl mouth taken parti come around annual cruiser creek bianco breath guarante cruiser creek yeah cruiser creek cruiser creek cruiser creek yeah cruiser creek yeah cruiser creek yeah see street litter twist wind crisp bag turn see carton laugh wind road litter turn spent forti five minut last night parallel creas pow good mid afternoon breez air welcom treat parti brain clear red wedg pub ztt stuff cruiser creek cruiser creek yeah cruiser creek parti go around next freedom street get last poison chest cruiser creek crave sex behind steel cabinet yearn dim chanc gon get cruiser creek yeah cruiser creek cruiser creek workforc limit cruiser creek yeah somebodi went left ga checkpoint main gate lit number cigarett like wick burn cruiser creek stamp late turn tap name big hero mate cruiser creek avoid disast imagin sound blast yeah parti go around cruiser creek watch shirt tail flap wind sidewalk run see peopl hold back hat boater tilt parti go around cruiser creek cruiser creek yeah cruiser creek nuptial annual freak limit cruiser creek
i-feel-voxish,2007,fall,Metal,pillbox crisp offer offer unreason offer pillbox crisp french git spike left bathroom never heard offer offer unreason offer made hungri victual could rais buy feel voxish stack heel hari krish disgust caught life mould give silenc lectur offer offer unreason offer made hungri victual could rais buy sharpen knife bathroom brick got garden one fuck offer offer unreason offer made hungri victual could rais buy feel vox crisp voxish
god-box,2007,fall,Metal,me good one innit be someth work me right could handl turn earli empir sleep pacif time frame redhead skinni back leg brace danc behind singer sung like god box choru god box gim god box say god box god box earli tube stop lazi cut earli god box gim god box said god box narco tube stop gim god box taken sea water come gulp water lake god give sleep inund choru thousand evil indefinit wonb shape cold sea time drop god box documentari
blood-outta-stone,2007,fall,Metal,unfortun come bad end destin bad end hang around like blood outta stone get stuff outta yous like blood outta stone blood outta stone histori quit exist green grub gut would turn money tabl di corpor bore make tire bone caus get thing outta friend dissolv yak phone techno ground blood outta stone might appear derang blood outta stone mutton dress lamb caus blood outta stone least got aim chick blood outta stone work aim
everything-hurtz,2007,fall,Metal,come come unto labor heavi laden caus everyth hurt everyth hurt pursu fuel long got big fat pain chest bone got empti pocket book got big fat momma chequ book everyth hurt everyth hurt got diseas tinnitu speakin like got tourrett everyth hurt everyth hurt everyth hurt born born dress like road beacon way valhalla breakfast everyth hurt see bitch side followin life everyth hurt born born born come labor heavi laden head dip dip dip dip man limb disconnect everyth hurt everyth hurt everyth hurt pursu fuel long got big fat pain chest bone everyth hurt everyth hurt everyth hurt man caus everyth hurt got big fat knee bone back zip everyth hurt everyth hurt everyth hurt
wrong-place-right-time,2007,fall,Metal,wrong place right time use think could want right time alon walk street complet full home wrong place bound stick intend see see wrong place right time mile keep knock bugger sing gothic boo hoo see new reign new reign forgotten right place right time right time britain mine day way peasant know oranj peasant smile big shine happi rule oranj whine rule oranj say bastard derang william oranj insan holland wait tast anthrax turf big wren homag oranj oranj paid due one number one heaven heaven britain danc sing curs forev william oranj danc sing curs forev william oranj danc sing curs forev william oranj danc sing curs forev william oranj curs forev william oranj curs forev william oranj curs forev william oranj curs forev william oranj
ivanhoes-two-pence,2007,fall,Metal,drop money two penc light dark knight turn happi plight feel look doctor time night time day disown one thousand three hundr four two penc two penc gut mammon use patient credit card steal one billion return happi plight devout benefit rest look two penc two penc get got former got former battl happi pass stand cup fill drop money could pay smitten two use patient credit card steal one thousand three one million credit ivanho littl two penc
simon-dave-john,2007,fall,Metal,simon dave john work dayshift think help help astral viru infect health risk simon dave john root way agre everyth say superblond middl class revolt listen say get simon dave john holi triniti dayshift help simon dave john root way agre everyth say simon dave john superblond simon dave john holi triniti
interlude-chilinism,2007,fall,Metal,chisel desper pass 9th richest bar none chisel short short stone short grumbl white ferrari short give hard look long long yeltsin day get touch skint reloc due chisel dri hump hip club chisel chisel godamn chisel internet chisel desper despar one mad bad one mad arab chisel short pink floyd short 9th richest countri world bar none dri hump hip club basic chisel chisel chisel dri hump hip club tri think like act like tri dress like thought turn around point finger say chilinist think pit chisel appear know disappear chisel everywher never come think like act like thought need persuas know say process clear happi tri think like dress like thought chisel
light-fireworks,2007,fall,Metal,cold cold control firework dark cascad firework firework read firework fathom firework come dawn burnt ember firework smolder firework cascad sky till morn firework fear crack fear crack split chines sky open chines sky night explod tree night river bridg firework firework fear craft
w-m-c-blob-59,2007,fall,Metal,right park pub park recognis come hand open fiendship lead proletarian vision poster wmc come hand open fiendship lead proletarian vision poster mere make cabaret gramm friday
you-re-not-up-to-much,2007,fall,Metal,much imit mind piec said live mind piec said live semi detach hous oedipu much get check car tax oedipu get check car tax bare mutter thank much warehous shop mani fanci hat cloth imit bodi map mind piec said live semi detach hous oedipu get check car tax bare mutter thank much warehous shop mani fanci hat cloth imit bodi map mind piec ballroom day deceas love boat smash exist got set walk walk irrit much much love boot smash exist got set walk irrit imit much much much much much much
popcorn-double-feature,2007,fall,Metal,everybodi go chang everybodi got bag everybodi talk place found greater unknown peopl die babi cri nobodi care love disast good thing come follow path along popcorn doubl featur whole world funni farm man teacher need alarm music come woodwork sound strang nobodi sleep met littl man corner wave flag make speech coffe morn park warn tow machin away much confus built illus make music play popcorn doubl featur whole world funni farm man teacher need alarm much coffe morn popcorn warn tow machin away love disast good thing come make music play popcorn doubl featur popcorn doubl featur popcorn doubl featur popcorn doubl featur popcorn doubl featur popcorn doubl featur popcorn doubl featur world
arid-al-s-dream,2007,fall,Metal,interstellar combin colour brown cream get pre psicognit everywher goe scream psi cog doorway upper shut window brain weight four ounc psi cog advanc quick justic stick take crap dick got dose psi cog got dose psi cog dream feel shout flotarium cauldron rectum love babi hector shout tell thing hector lectur hector psi cog dream shout hector lectur behind tormentor wolverin dream cauldron love babi lock sauna steam bath massag flotarium figur hector sunb love babi home mind look glass float flotarium love babi shout hector lectur lie lectur hector shout lectur sweat envelop psi cog dream boss shout lectur hector shout sing hex pout lectur psi cog dream lectern love babi psi cog dream bombast boast dream
